source_file,entity,entity_type,start_position,end_position,context
louvre_cleaned_1.txt,February 2020.[157][158,DATE,59062,59085,"e exhibit of his work, from 24 October 2019 to 24 February 2020.[157][158] The event included over a hundred items: paintin"
louvre_cleaned_1.txt,Da Vinci,PERSON,59209,59217,ks. A full 11 of the fewer than 20 paintings that Da Vinci completed in his lifetime were displayed.[159] Fi
louvre_cleaned_1.txt,Salvator Mundi,PERSON,59455,59469,eum; the work remained on display in its gallery. Salvator Mundi was also not included since the Saudi owner did n
louvre_cleaned_1.txt,Vitruvian Man,PERSON,59568,59581,"not agree to move the work from its hiding place. Vitruvian Man, however, was on display, after a successful lega"
louvre_cleaned_1.txt,Galleria,GPE,59660,59668,"ter a successful legal battle with its owner, the Galleria dell'Accademia in Venice.[160][161] In 2021, a Re"
louvre_cleaned_1.txt,1983,DATE,59792,59796, helmet and breastplate stolen from the museum in 1983 were recovered. The museum noted that the 1983 th
louvre_cleaned_1.txt,The Louvre Is Laurence Des Cars,ORG,59991,60022,"on the theft itself.[162][163] Former director of the Louvre is Laurence des Cars, who was selected by French president Emmanuel Ma"
louvre_cleaned_1.txt,The Louvre'S Collections.[167],ORG,60384,60414," 482,000 illustrated records, representing 75% of the Louvre's collections.[167] The museum was visited by over 7.6 million visito"
louvre_cleaned_1.txt,2018,DATE,60547,60551,"021, but still below the 10.8 million visitors in 2018 before the COVID-19 pandemic.[168] On 24 February"
louvre_cleaned_1.txt,24 February 2026,DATE,60590,60606,"ors in 2018 before the COVID-19 pandemic.[168] On 24 February 2026, Laurence des Cars handed in her resignation to P"
louvre_cleaned_1.txt,Laurence Des Cars,ORG,60608,60625," the COVID-19 pandemic.[168] On 24 February 2026, Laurence des Cars handed in her resignation to President Emmanuel M"
louvre_cleaned_1.txt,The Iconic Museum,ORG,60775,60792,istophe Leribault was then appointed president of the iconic museum by the Council of Ministers on 25 February 2026.[
louvre_cleaned_1.txt,The Council Of Ministers,ORG,60796,60820," then appointed president of the iconic museum by the Council of Ministers on 25 February 2026.[169] In 2023, the Louvre Mus"
louvre_cleaned_1.txt,25 February 2026.[169,DATE,60824,60845," the iconic museum by the Council of Ministers on 25 February 2026.[169] In 2023, the Louvre Museum in Paris implemented "
louvre_cleaned_1.txt,This Year,DATE,61508,61517,"xpects to host approximately 8.7 million visitors this year, with a remarkable 80% seeking to view the Mona L"
louvre_cleaned_1.txt,2026,DATE,61575,61579," remarkable 80% seeking to view the Mona Lisa. In 2026, nine people were arrested as part of an investig"
louvre_cleaned_1.txt,The Rotonde D'Apollon,ORG,62085,62106,"o France's diplomacy and colonial enterprises. In the Rotonde d'Apollon, a carved marble panel lists a number of such cam"
louvre_cleaned_1.txt,1818,DATE,62217,62221, by: - Louis-François-Sébastien Fauvel in Greece (1818) - Jean-François Champollion in Egypt (1828–1829)
louvre_cleaned_1.txt,Léon-Jean-Joseph Dubois,ORG,62300,62323, in Egypt (1828–1829) - Guillaume-Abel Blouet and Léon-Jean-Joseph Dubois with the Morea expedition in Greece (1829) - Adol
louvre_cleaned_1.txt,Morea,GPE,62333,62338,-Abel Blouet and Léon-Jean-Joseph Dubois with the Morea expedition in Greece (1829) - Adolphe Delamare in
louvre_cleaned_1.txt,1829,DATE,62361,62365,oseph Dubois with the Morea expedition in Greece (1829) - Adolphe Delamare in Algeria (1842–1845) - Paul
louvre_cleaned_1.txt,Adolphe Delamare,PERSON,62369,62385,bois with the Morea expedition in Greece (1829) - Adolphe Delamare in Algeria (1842–1845) - Paul-Émile Botta in the 
louvre_cleaned_1.txt,1845,DATE,62451,62455,2–1845) - Paul-Émile Botta in the Nineveh Plains (1845) - Joseph Vattier de Bourville in Cyrenaica (1850
louvre_cleaned_1.txt,Joseph Vattier De Bourville,PERSON,62459,62486,- Paul-Émile Botta in the Nineveh Plains (1845) - Joseph Vattier de Bourville in Cyrenaica (1850) - Auguste Mariette in Egypt (
louvre_cleaned_1.txt,Cyrenaica,GPE,62490,62499,eh Plains (1845) - Joseph Vattier de Bourville in Cyrenaica (1850) - Auguste Mariette in Egypt (1850–1854) - 
louvre_cleaned_1.txt,Victor Langlois,PERSON,62549,62564, (1850) - Auguste Mariette in Egypt (1850–1854) - Victor Langlois in Cilicia (1852) - Ernest Renan with the Mission
louvre_cleaned_1.txt,Cilicia,PERSON,62568,62575,ariette in Egypt (1850–1854) - Victor Langlois in Cilicia (1852) - Ernest Renan with the Mission de Phénici
louvre_cleaned_1.txt,Ernest Renan,PERSON,62585,62597,(1850–1854) - Victor Langlois in Cilicia (1852) - Ernest Renan with the Mission de Phénicie following the 1860 c
louvre_cleaned_1.txt,The Mission De Phénicie,ORG,62603,62626,or Langlois in Cilicia (1852) - Ernest Renan with the Mission de Phénicie following the 1860 civil conflict in Mount Lebano
louvre_cleaned_1.txt,Mount Lebanon,GPE,62664,62677, de Phénicie following the 1860 civil conflict in Mount Lebanon and Damascus (1860–1861) - Léon Heuzey and Honoré
louvre_cleaned_1.txt,Damascus,GPE,62682,62690,wing the 1860 civil conflict in Mount Lebanon and Damascus (1860–1861) - Léon Heuzey and Honoré Daumet in Ma
louvre_cleaned_1.txt,Léon Heuzey,PERSON,62705,62716,flict in Mount Lebanon and Damascus (1860–1861) - Léon Heuzey and Honoré Daumet in Macedonia (1861) - Eugène-Me
louvre_cleaned_1.txt,Honoré Daumet,ORG,62721,62734,ebanon and Damascus (1860–1861) - Léon Heuzey and Honoré Daumet in Macedonia (1861) - Eugène-Melchior de Vogüé an
louvre_cleaned_1.txt,Macedonia,GPE,62738,62747,us (1860–1861) - Léon Heuzey and Honoré Daumet in Macedonia (1861) - Eugène-Melchior de Vogüé and Edmond Duth
louvre_cleaned_1.txt,Edmond Duthoit,PERSON,62786,62800,n Macedonia (1861) - Eugène-Melchior de Vogüé and Edmond Duthoit in Cyprus (1863–1866) - Charles Champoiseau in Sa
louvre_cleaned_1.txt,Cyprus,GPE,62804,62810, - Eugène-Melchior de Vogüé and Edmond Duthoit in Cyprus (1863–1866) - Charles Champoiseau in Samothrace (
louvre_cleaned_1.txt,Charles Champoiseau,PERSON,62825,62844, Vogüé and Edmond Duthoit in Cyprus (1863–1866) - Charles Champoiseau in Samothrace (1863) - Emmanuel Miller in Thessal
louvre_cleaned_1.txt,Samothrace,GPE,62848,62858,it in Cyprus (1863–1866) - Charles Champoiseau in Samothrace (1863) - Emmanuel Miller in Thessaloniki and Thas
louvre_cleaned_1.txt,Emmanuel Miller,PERSON,62868,62883,866) - Charles Champoiseau in Samothrace (1863) - Emmanuel Miller in Thessaloniki and Thasos (1864–1865) - Olivier 
louvre_cleaned_1.txt,Thessaloniki,ORG,62887,62899,poiseau in Samothrace (1863) - Emmanuel Miller in Thessaloniki and Thasos (1864–1865) - Olivier Rayet and Albert
louvre_cleaned_1.txt,Thasos,ORG,62904,62910,race (1863) - Emmanuel Miller in Thessaloniki and Thasos (1864–1865) - Olivier Rayet and Albert-Félix-Théo
louvre_cleaned_1.txt,Albert-Félix-Théophile Thomas,PERSON,62943,62972,loniki and Thasos (1864–1865) - Olivier Rayet and Albert-Félix-Théophile Thomas in Ionia (1872–1873) - Charles Simon Clermont-Gan
louvre_cleaned_1.txt,Ionia,GPE,62976,62981,livier Rayet and Albert-Félix-Théophile Thomas in Ionia (1872–1873) - Charles Simon Clermont-Ganneau in P
louvre_cleaned_1.txt,Charles Simon,PERSON,62996,63009,ert-Félix-Théophile Thomas in Ionia (1872–1873) - Charles Simon Clermont-Ganneau in Palestine (1873) - Antoine Hé
louvre_cleaned_1.txt,Palestine,GPE,63030,63039,a (1872–1873) - Charles Simon Clermont-Ganneau in Palestine (1873) - Antoine Héron de Villefosse in Algeria a
louvre_cleaned_1.txt,1873,DATE,63041,63045,3) - Charles Simon Clermont-Ganneau in Palestine (1873) - Antoine Héron de Villefosse in Algeria and Tun
louvre_cleaned_1.txt,Tunisia,GPE,63092,63099,873) - Antoine Héron de Villefosse in Algeria and Tunisia (1874) - Ernest de Sarzec in Tello / ancient Girs
louvre_cleaned_1.txt,1874,DATE,63101,63105,"toine Héron de Villefosse in Algeria and Tunisia (1874) - Ernest de Sarzec in Tello / ancient Girsu, Mes"
louvre_cleaned_1.txt,Tello,GPE,63129,63134," Algeria and Tunisia (1874) - Ernest de Sarzec in Tello / ancient Girsu, Mesopotamia (1877–1900) - Paul G"
louvre_cleaned_1.txt,Girsu,GPE,63145,63150,"isia (1874) - Ernest de Sarzec in Tello / ancient Girsu, Mesopotamia (1877–1900) - Paul Girard in Greece "
louvre_cleaned_1.txt,Paul Girard,PERSON,63178,63189," Tello / ancient Girsu, Mesopotamia (1877–1900) - Paul Girard in Greece (1881) - Edmond Pottier, Salomon Reinac"
louvre_cleaned_1.txt,Salomon Reinach,PERSON,63225,63240," - Paul Girard in Greece (1881) - Edmond Pottier, Salomon Reinach and Alphonse Veyries in Myrina (Aeolis) (1872–187"
louvre_cleaned_1.txt,Alphonse Veyries,ORG,63245,63261,"eece (1881) - Edmond Pottier, Salomon Reinach and Alphonse Veyries in Myrina (Aeolis) (1872–1873) - Marcel-Auguste D"
louvre_cleaned_1.txt,Myrina,GPE,63265,63271," Pottier, Salomon Reinach and Alphonse Veyries in Myrina (Aeolis) (1872–1873) - Marcel-Auguste Dieulafoy a"
louvre_cleaned_1.txt,Jane Dieulafoy,PERSON,63324,63338,"eolis) (1872–1873) - Marcel-Auguste Dieulafoy and Jane Dieulafoy in Susa, Persia (1884–1886) - Charles Huber in Ta"
louvre_cleaned_1.txt,Charles Huber,PERSON,63369,63382," and Jane Dieulafoy in Susa, Persia (1884–1886) - Charles Huber in Tayma, Arabia (1885) - Alfred Charles Auguste "
louvre_cleaned_1.txt,Tayma,GPE,63386,63391,"oy in Susa, Persia (1884–1886) - Charles Huber in Tayma, Arabia (1885) - Alfred Charles Auguste Foucher i"
louvre_cleaned_1.txt,1885,DATE,63401,63405,"sia (1884–1886) - Charles Huber in Tayma, Arabia (1885) - Alfred Charles Auguste Foucher in India and pr"
louvre_cleaned_1.txt,Alfred Charles Auguste Foucher,PERSON,63409,63439,"4–1886) - Charles Huber in Tayma, Arabia (1885) - Alfred Charles Auguste Foucher in India and present-day Pakistan (1895–1897) - A"
louvre_cleaned_1.txt,Present-Day,DATE,63453,63464,85) - Alfred Charles Auguste Foucher in India and present-day Pakistan (1895–1897) - Arthur Engel and Pierre Pa
louvre_cleaned_1.txt,Pakistan,GPE,63465,63473, Charles Auguste Foucher in India and present-day Pakistan (1895–1897) - Arthur Engel and Pierre Paris in Sp
louvre_cleaned_1.txt,Arthur Engel,PERSON,63488,63500,r in India and present-day Pakistan (1895–1897) - Arthur Engel and Pierre Paris in Spain (1897) - Jacques de Mor
louvre_cleaned_1.txt,Pierre Paris,PERSON,63505,63517,esent-day Pakistan (1895–1897) - Arthur Engel and Pierre Paris in Spain (1897) - Jacques de Morgan in Susa (1897
louvre_cleaned_1.txt,Jacques De Morgan,PERSON,63536,63553,- Arthur Engel and Pierre Paris in Spain (1897) - Jacques de Morgan in Susa (1897) - Gaston Cros in Tello / ancient G
louvre_cleaned_1.txt,Gaston Cros,PERSON,63571,63582,Spain (1897) - Jacques de Morgan in Susa (1897) - Gaston Cros in Tello / ancient Girsu (1902) - Paul Pelliot in
louvre_cleaned_1.txt,1902,DATE,63609,63613,sa (1897) - Gaston Cros in Tello / ancient Girsu (1902) - Paul Pelliot in Chinese Turkestan (1907–1909) 
louvre_cleaned_1.txt,Turkestan,GPE,63641,63650, / ancient Girsu (1902) - Paul Pelliot in Chinese Turkestan (1907–1909) - Maurice Pézard in Northern Palestin
louvre_cleaned_1.txt,1907–1909,DATE,63652,63661,Girsu (1902) - Paul Pelliot in Chinese Turkestan (1907–1909) - Maurice Pézard in Northern Palestine (1923) - 
louvre_cleaned_1.txt,Maurice Pézard,PERSON,63665,63679,- Paul Pelliot in Chinese Turkestan (1907–1909) - Maurice Pézard in Northern Palestine (1923) - Georges Aaron Béné
louvre_cleaned_1.txt,1923,DATE,63703,63707,907–1909) - Maurice Pézard in Northern Palestine (1923) - Georges Aaron Bénédite in Egypt (1926) - Franç
louvre_cleaned_1.txt,Aaron Bénédite,PERSON,63719,63733,ice Pézard in Northern Palestine (1923) - Georges Aaron Bénédite in Egypt (1926) - François Thureau-Dangin in Nort
louvre_cleaned_1.txt,1926,DATE,63744,63748,lestine (1923) - Georges Aaron Bénédite in Egypt (1926) - François Thureau-Dangin in Northern Syria (192
louvre_cleaned_1.txt,1929,DATE,63795,63799,"926) - François Thureau-Dangin in Northern Syria (1929) - Henri de Genouillac in Mesopotamia (1912, 1929"
louvre_cleaned_1.txt,"1912, 1929",DATE,63839,63849,"yria (1929) - Henri de Genouillac in Mesopotamia (1912, 1929) - the Institut Français d'Archéologie Orientale "
louvre_cleaned_1.txt,D'Archéologie Orientale,PERSON,63875,63898," Mesopotamia (1912, 1929) - the Institut Français d'Archéologie Orientale in Cairo, created in 1880 The rest of the plaque "
louvre_cleaned_1.txt,1880,DATE,63920,63924,"çais d'Archéologie Orientale in Cairo, created in 1880 The rest of the plaque combines donors of archaeo"
louvre_cleaned_1.txt,1899,DATE,64147,64151,ouvre's collections: - Frédéric Moreau in France (1899) - Édouard Piette in France (1902) - Joseph de Ba
louvre_cleaned_1.txt,Joseph De Baye,PERSON,64189,64203,France (1899) - Édouard Piette in France (1902) - Joseph de Baye in France (1899–1906) - Henri and Jacques de Morg
louvre_cleaned_1.txt,Léon Henri-Martin,PERSON,64278,64295,Henri and Jacques de Morgan in Susa (1909–1910) - Léon Henri-Martin (1906–1920) and his daughter Germaine in France (
louvre_cleaned_1.txt,Germaine,PERSON,64325,64333, - Léon Henri-Martin (1906–1920) and his daughter Germaine in France (1976) - Louis Capitan in France (1929)
louvre_cleaned_1.txt,1976,DATE,64345,64349, (1906–1920) and his daughter Germaine in France (1976) - Louis Capitan in France (1929) - René de Saint
louvre_cleaned_1.txt,Louis Capitan,PERSON,64353,64366,920) and his daughter Germaine in France (1976) - Louis Capitan in France (1929) - René de Saint-Périer and his w
louvre_cleaned_1.txt,Suzanne,PERSON,64420,64427,France (1929) - René de Saint-Périer and his wife Suzanne in France (1935) - Fernand Bisson de la Roque in 
louvre_cleaned_1.txt,Fernand Bisson De La Roque,PERSON,64447,64473,nt-Périer and his wife Suzanne in France (1935) - Fernand Bisson de la Roque in Egypt (1922–1950) - Bernard Bruyère in Egypt (
louvre_cleaned_1.txt,Bernard Bruyère,PERSON,64497,64512,Fernand Bisson de la Roque in Egypt (1922–1950) - Bernard Bruyère in Egypt (1920–1951) - Raymond Weill in Egypt (19
louvre_cleaned_1.txt,Raymond Weill,PERSON,64536,64549,22–1950) - Bernard Bruyère in Egypt (1920–1951) - Raymond Weill in Egypt (1952) - Pierre Montet in Egypt (1921–19
louvre_cleaned_1.txt,1952,DATE,64560,64564,re in Egypt (1920–1951) - Raymond Weill in Egypt (1952) - Pierre Montet in Egypt (1921–1956) - Jean Mari
louvre_cleaned_1.txt,Pierre Montet,PERSON,64568,64581,ypt (1920–1951) - Raymond Weill in Egypt (1952) - Pierre Montet in Egypt (1921–1956) - Jean Marie Casal in the In
louvre_cleaned_1.txt,Afghanistan,GPE,64646,64657,–1956) - Jean Marie Casal in the Indus Valley and Afghanistan (1950–1973) - Suzanne de Saint-Mathurin in France
louvre_cleaned_1.txt,Suzanne De Saint-Mathurin,PERSON,64672,64697,"in the Indus Valley and Afghanistan (1950–1973) - Suzanne de Saint-Mathurin in France (1973) - André Parrot in Mari, Syria (1"
louvre_cleaned_1.txt,1973,DATE,64709,64713,"1950–1973) - Suzanne de Saint-Mathurin in France (1973) - André Parrot in Mari, Syria (1931–1974) - Clau"
louvre_cleaned_1.txt,André Parrot,PERSON,64717,64729,"3) - Suzanne de Saint-Mathurin in France (1973) - André Parrot in Mari, Syria (1931–1974) - Claude Frédéric-Arma"
louvre_cleaned_1.txt,1931–1974,DATE,64746,64755,"n in France (1973) - André Parrot in Mari, Syria (1931–1974) - Claude Frédéric-Armand Schaeffer in Ugarit, Sy"
louvre_cleaned_1.txt,Claude Frédéric-Armand Schaeffer,PERSON,64759,64791,"1973) - André Parrot in Mari, Syria (1931–1974) - Claude Frédéric-Armand Schaeffer in Ugarit, Syria (1929–1970) - Roman Ghirshman in"
louvre_cleaned_1.txt,Ugarit,GPE,64795,64801,"(1931–1974) - Claude Frédéric-Armand Schaeffer in Ugarit, Syria (1929–1970) - Roman Ghirshman in Iraq and "
louvre_cleaned_1.txt,Roman Ghirshman,PERSON,64823,64838,"c-Armand Schaeffer in Ugarit, Syria (1929–1970) - Roman Ghirshman in Iraq and Iran (1931–1972) Satellites and offsh"
louvre_cleaned_1.txt,Iraq,GPE,64842,64846,"in Ugarit, Syria (1929–1970) - Roman Ghirshman in Iraq and Iran (1931–1972) Satellites and offshoots [ed"
louvre_cleaned_1.txt,Centre,GPE,65227,65233,"cility in the Northern French town of Liévin, the Centre de conservation du Louvre , which is not open to "
louvre_cleaned_1.txt,The Public.[172] Musée De Cluny,ORG,65283,65314," de conservation du Louvre , which is not open to the public.[172] Musée de Cluny (1926–1977) [edit]In February 1926, the Musée de "
louvre_cleaned_1.txt,February 1926,DATE,65336,65349," public.[172] Musée de Cluny (1926–1977) [edit]In February 1926, the Musée de Cluny, whose creation dates back to"
louvre_cleaned_1.txt,The Musée De Cluny,ORG,65351,65369,"usée de Cluny (1926–1977) [edit]In February 1926, the Musée de Cluny, whose creation dates back to the 19th century, w"
louvre_cleaned_1.txt,Louvre'S,ORG,65453,65461," 19th century, was brought under the aegis of the Louvre's department of decorative arts (Objets d'Art).[173"
louvre_cleaned_1.txt,Jeu De Paume,PERSON,65603,65615,"[174] Musée du Jeu de Paume (1947–1986) [edit]The Jeu de Paume building in the Tuileries Garden, initially inten"
louvre_cleaned_1.txt,1909,DATE,65708,65712,"y intended as a sports venue, was repurposed from 1909 as an art gallery. In 1947, it became the exhibit"
louvre_cleaned_1.txt,Late 19Th And,DATE,65804,65817," exhibition space for the Louvre's collections of late 19th and early 20th paintings, most prominently Impression"
louvre_cleaned_1.txt,Early 20Th,DATE,65818,65828,"ace for the Louvre's collections of late 19th and early 20th paintings, most prominently Impressionism, as the"
louvre_cleaned_1.txt,The Louvre'S Département Des Peintures,ORG,65984,66022,"s consequently brought under direct management by the Louvre's Département des Peintures. In 1986, these collections were transferred to t"
louvre_cleaned_1.txt,Musée D'Orsay.[175] Musée Du Petit Palais,PERSON,66089,66130,"collections were transferred to the newly created Musée d'Orsay.[175] Musée du Petit Palais, Avignon (since 1976) [edit]The Musée du Petit Pa"
louvre_cleaned_1.txt,Avignon,ORG,66132,66139,"reated Musée d'Orsay.[175] Musée du Petit Palais, Avignon (since 1976) [edit]The Musée du Petit Palais open"
louvre_cleaned_1.txt,The Papal Palace,ORG,66268,66284,"n mansion of the archbishops of Avignon, close to the Papal Palace in Avignon. An initiative led by Avignon Mayor He"
louvre_cleaned_1.txt,Henri Duffaut,PERSON,66332,66345,"ce in Avignon. An initiative led by Avignon Mayor Henri Duffaut and Louvre President-Director Michel Laclotte, pa"
louvre_cleaned_1.txt,Michel Laclotte,PERSON,66376,66391,"Mayor Henri Duffaut and Louvre President-Director Michel Laclotte, part of its permanent collection is made of artw"
louvre_cleaned_1.txt,The Collection Campana,ORG,66451,66473,"its permanent collection is made of artworks from the Collection Campana deposited by the Louvre. On 2 April 2024, a new a"
louvre_cleaned_1.txt,2 April 2024,DATE,66502,66514,"he Collection Campana deposited by the Louvre. On 2 April 2024, a new agreement between the City of Avignon and "
louvre_cleaned_1.txt,The City Of Avignon,GPE,66540,66559," Louvre. On 2 April 2024, a new agreement between the City of Avignon and the Louvre allowed its rebranding as Musée du"
louvre_cleaned_1.txt,Musée Du Petit Palais,PERSON,66601,66622, Avignon and the Louvre allowed its rebranding as Musée du Petit Palais – Louvre en Avignon.[176] Gypsothèque du Louvre (
louvre_cleaned_1.txt,1970,DATE,66795,66799, a collection of plaster casts that was formed in 1970 by the reunion of the corresponding inventories o
louvre_cleaned_1.txt,The Beaux-Arts De Paris,ORG,66863,66886,"n of the corresponding inventories of the Louvre, the Beaux-Arts de Paris and the Art and Archaeology Institute of the Sorb"
louvre_cleaned_1.txt,The Art And Archaeology Institute Of The Sorbonne University,ORG,66891,66951,"tories of the Louvre, the Beaux-Arts de Paris and the Art and Archaeology Institute of the Sorbonne University, the latter two following depredations during the"
louvre_cleaned_1.txt,May 68,DATE,67002,67008, the latter two following depredations during the May 68 student unrest. Initially called the Musée des Mo
louvre_cleaned_1.txt,The Musée Des Monuments Antiques,ORG,67042,67074,"uring the May 68 student unrest. Initially called the Musée des Monuments Antiques from 1970 to 1978, the project was subsequently l"
louvre_cleaned_1.txt,1970 To 1978,DATE,67080,67092,"ally called the Musée des Monuments Antiques from 1970 to 1978, the project was subsequently left unfinished and"
louvre_cleaned_1.txt,The Petite Écurie,ORG,67270,67287,"nisterial decision in 2001.[177] It is located in the Petite Écurie, a dependency of Versailles Palace, and has been "
louvre_cleaned_1.txt,Versailles Palace,ORG,67305,67322," is located in the Petite Écurie, a dependency of Versailles Palace, and has been open to the public since 2012.[178]"
louvre_cleaned_1.txt,Musée Delacroix,PERSON,67373,67388, and has been open to the public since 2012.[178] Musée Delacroix (since 2004) [edit]The small museum located in Eu
louvre_cleaned_1.txt,2004,DATE,67396,67400,he public since 2012.[178] Musée Delacroix (since 2004) [edit]The small museum located in Eugène Delacro
louvre_cleaned_1.txt,The 1930S,DATE,67500,67509,"ix's former workshop in central Paris, created in the 1930s, has been placed under management by the Louvre s"
louvre_cleaned_1.txt,May 2003,DATE,67632,67640,Lens (since 2012) [edit]The Louvre-Lens follows a May 2003 initiative by then culture minister Jean-Jacques 
louvre_cleaned_1.txt,Jean-Jacques Aillagon,PERSON,67677,67698,ws a May 2003 initiative by then culture minister Jean-Jacques Aillagon to promote cultural projects outside of Paris tha
louvre_cleaned_1.txt,Lens,PERSON,67966,67970," competition, a former mining site in the town of Lens was selected for its location and announced by Pr"
louvre_cleaned_1.txt,Jean-Pierre Raffarin,PERSON,68033,68053, for its location and announced by Prime Minister Jean-Pierre Raffarin on 2004-11-29. Japanese architects SANAA and land
louvre_cleaned_1.txt,2004-11-29,DATE,68057,68067,nounced by Prime Minister Jean-Pierre Raffarin on 2004-11-29. Japanese architects SANAA and landscape architec
louvre_cleaned_1.txt,Catherine Mosbach,PERSON,68119,68136,Japanese architects SANAA and landscape architect Catherine Mosbach were respectively selected in September 2005 to d
louvre_cleaned_1.txt,September 2005,DATE,68167,68181,t Catherine Mosbach were respectively selected in September 2005 to design the museum building and garden. Inaugur
louvre_cleaned_1.txt,François Hollande,PERSON,68249,68266,"eum building and garden. Inaugurated by President François Hollande on 2012-12-04, the Louvre-Lens is run by the Haut"
louvre_cleaned_1.txt,2012-12-04,DATE,68270,68280,"en. Inaugurated by President François Hollande on 2012-12-04, the Louvre-Lens is run by the Hauts-de-France re"
louvre_cleaned_1.txt,The Galerie Du Temps,ORG,68585,68605,"presented chronologically in a single large room (the Galerie du Temps or ""gallery of time"") that transcends the geograp"
louvre_cleaned_1.txt,The Parisian Louvre'S,ORG,68699,68720,eographical and object-type divisions along which the Parisian Louvre's displays are organised. The Louvre-Lens has been 
louvre_cleaned_1.txt,2017,DATE,68886,68890,e COVID-19 pandemic.[181] Louvre Abu Dhabi (since 2017) [edit]The Louvre Abu Dhabi is a separate entity 
louvre_cleaned_1.txt,Louvre Abu Dhabi,ORG,68902,68918,"mic.[181] Louvre Abu Dhabi (since 2017) [edit]The Louvre Abu Dhabi is a separate entity from the Louvre, but the two"
louvre_cleaned_1.txt,Emirati,GPE,69039,69046,"ifaceted contractual relationship that allows the Emirati museum to use the Louvre name until 2037, and to "
louvre_cleaned_1.txt,2037,DATE,69083,69087,"s the Emirati museum to use the Louvre name until 2037, and to exhibit artworks from the Louvre until 20"
louvre_cleaned_1.txt,2017-11-08,DATE,69168,69178,the Louvre until 2027.[182] It was inaugurated on 2017-11-08 and opened to the public three days later. A 30-y
louvre_cleaned_1.txt,Three Days Later,DATE,69204,69220,"naugurated on 2017-11-08 and opened to the public three days later. A 30-year agreement, signed in early 2007 by Fre"
louvre_cleaned_1.txt,30-Year,DATE,69224,69231,"1-08 and opened to the public three days later. A 30-year agreement, signed in early 2007 by French Culture"
louvre_cleaned_1.txt,Early 2007,DATE,69253,69263," three days later. A 30-year agreement, signed in early 2007 by French Culture Minister Renaud Donnedieu de Va"
louvre_cleaned_1.txt,Renaud Donnedieu De Vabres,PERSON,69291,69317,", signed in early 2007 by French Culture Minister Renaud Donnedieu de Vabres and Sheikh Sultan bin Tahnoon Al Nahyan, establis"
louvre_cleaned_1.txt,Sheikh Sultan Bin Tahnoon Al Nahyan,PERSON,69322,69357,"h Culture Minister Renaud Donnedieu de Vabres and Sheikh Sultan bin Tahnoon Al Nahyan, establishes that Abu Dhabi shall pay €832,000,00"
louvre_cleaned_1.txt,Abu Dhabi,ORG,69376,69385,"kh Sultan bin Tahnoon Al Nahyan, establishes that Abu Dhabi shall pay €832,000,000 (US$1.3 billion) in exchan"
louvre_cleaned_1.txt,Jean Nouvel,PERSON,69615,69626,t Island and was designed by the French architect Jean Nouvel and engineering firm of Buro Happold.[184] It occ
louvre_cleaned_1.txt,Buro,PERSON,69651,69655,"nch architect Jean Nouvel and engineering firm of Buro Happold.[184] It occupies 24,000 square metres (2"
louvre_cleaned_1.txt,10-Year,DATE,69935,69942,"ed to total between 200 and 300 artworks during a 10-year period, come from multiple museums, including the"
louvre_cleaned_1.txt,The Musée Rodin,PERSON,70080,70095,"the Musée d'Orsay, Versailles, the Guimet Museum, the Musée Rodin, and the Musée du quai Branly.[185] Controversies"
louvre_cleaned_1.txt,The Early 2010S,DATE,70325,70340,"as during World War II by the Nazis.[187][188] In the early 2010s, workers' rights in the construction of Louvre Ab"
louvre_cleaned_1.txt,The Museum.[189],ORG,70435,70451,re Abu Dhabi were also a point of controversy for the museum.[189] Napoleonic looting [edit]Napoleon's campaigns acq
louvre_cleaned_1.txt,The British Museum,ORG,70768,70786,"e British army and are now part of collections of the British Museum. On the other hand, the Dendera zodiac is, like t"
louvre_cleaned_1.txt,Dendera,ORG,70811,70818,"ons of the British Museum. On the other hand, the Dendera zodiac is, like the Rosetta Stone, claimed by Egy"
louvre_cleaned_1.txt,1821,DATE,70902,70906,", claimed by Egypt even though it was acquired in 1821, before the Egyptian Anti-export legislation of 1"
louvre_cleaned_1.txt,1835,DATE,70955,70959,"1, before the Egyptian Anti-export legislation of 1835. The Louvre administration has thus argued in fav"
louvre_cleaned_1.txt,Unesco,ORG,71139,71145,participates too in arbitration sessions held via UNESCO's Committee for Promoting the Return of Cultural 
louvre_cleaned_1.txt,2009 Five,DATE,71273,71282, Origin.[190] The museum consequently returned in 2009 five Egyptian fragments of frescoes (30 cm x 15 cm eac
louvre_cleaned_1.txt,Eight To Five Years,DATE,71433,71452,"een brought to the authorities attention in 2008, eight to five years after their good-faith acquisition by the museum "
louvre_cleaned_1.txt,Commission,ORG,71638,71648,ssement from French public collections before the Commission scientifique nationale des collections des musées
louvre_cleaned_1.txt,The Office Des Biens Privés.[193] In,ORG,71910,71946," artworks returned to France and were assigned to the Office des Biens Privés.[193] In 1949, it entrusted 2,130 unclaimed pieces (includ"
louvre_cleaned_1.txt,1949,DATE,71947,71951," assigned to the Office des Biens Privés.[193] In 1949, it entrusted 2,130 unclaimed pieces (including 1"
louvre_cleaned_1.txt,The Direction Des Musées De France,ORG,72020,72054,"0 unclaimed pieces (including 1,001 paintings) to the Direction des Musées de France in order to keep them under appropriate condition"
